"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","FPts","FP/G","Ros","+/-","IP","ERA","K","W","ER","H","BB","SV","HLD","QS","HB","GP"
"*03btv*","Sandy Alcantara","MIA","SP","101","zyoung51","Active","30","254","11.55","99%","0%","143.2","3.95","110","10","63","138","38","0","0","15","7","22"
"*02hjp*","Jacob deGrom","TEX","SP","102","kyfaess","Active","38","253","13.32","100%","0%","105.1","3.76","128","7","44","87","24","0","0","8","0","19"
"*05xod*","Sean Burke","CHW","SP","104","Greenbet","Active","26","252","12.6","89%","0%","112.1","3.20","120","7","40","93","34","0","0","7","7","20"
"*04pmq*","Braxton Ashcraft","PIT","SP,RP","108","zyoung51","Active","26","250","12.5","97%","0%","116.1","3.95","130","9","51","108","28","0","0","10","6","20"
"*0510l*","Emerson Hancock","SEA","SP","117","CLANK","Reserve","27","246","12.95","88%","0%","105.1","3.16","97","6","37","80","26","0","0","10","4","19"
"*041w4*","Bryan Baker","TB","RP","121","Hutch","Active","31","243","6.07","87%","0%","38.1","1.64","42","1","7","20","12","26","2","0","1","40"
"*04c0o*","Jose Soriano","LAA","SP","123","CLANK","Active","27","242","11.52","97%","0%","118","3.51","122","8","46","94","54","0","0","8","4","21"
"*03div*","Jake Latz","TEX","SP,RP","125","GoldTY","Active","30","240","6.67","87%","0%","46","1.57","47","2","8","19","11","19","2","0","0","36"
"*02c4q*","Nick Martinez","TB","SP,RP","130","Kipp","Active","35","238","12.53","91%","0%","111.1","2.59","62","9","32","105","20","0","0","10","3","19"
"*041wv*","Michael King","SD","SP","131","JMerkle","Active","31","237","11.29","98%","0%","119.1","3.24","103","6","43","91","49","0","0","10","9","21"
"*0596g*","Reid Detmers","LAA","SP,RP","134","Coop","Active","27","234","11.14","90%","0%","120","4.05","136","3","54","95","37","0","0","8","4","21"
"*04ptt*","Tarik Skubal","DET","SP","139","JMerkle","Active","29","232","16.57","100%","0%","82.2","2.83","98","6","26","66","11","0","0","7","4","14"
"*04pr8*","Taj Bradley","MIN","SP","142","Sethmc44","Active","25","232","12.21","94%","0%","107.2","3.85","124","9","46","92","43","0","0","8","2","19"
"*04yie*","George Kirby","SEA","SP","144","CLANK","Active","28","231","12.16","99%","0%","116","3.57","104","8","46","124","25","0","0","12","2","19"
"*02iug*","Michael Wacha","KC","SP","145","Coop","Active","35","231","11.55","94%","0%","125.1","3.66","101","5","51","111","36","0","0","13","5","20"
"*05gef*","Cade Cavalli","WSH","SP","146","Jpanner","Active","27","230","10.45","85%","+1%","110.2","3.58","127","7","44","109","34","0","0","10","12","22"
"*05a1v*","Keider Montero","DET","SP,RP","148","Kipp","Active","26","230","10.45","57%","+2%","106","3.14","78","6","37","80","22","1","0","7","3","22"
"*04apj*","Jhoan Duran","PHI","RP","149","Jpanner","Active","28","229","6.36","99%","0%","34","1.32","50","1","5","25","6","24","0","0","1","36"
"*01ut7*","Nathan Eovaldi","TEX","SP","153","zyoung51","Active","36","227","11.95","99%","0%","115.1","4.21","122","9","54","111","28","0","0","10","6","19"
"*05sr2*","Michael McGreevy","STL","SP","156","JMerkle","Active","26","226","11.89","82%","0%","108","2.92","71","4","35","95","24","0","0","13","0","19"
"*03poo*","Peter Lambert","HOU","SP","158","Sethmc44","Active","29","225","13.24","76%","+1%","98","3.03","94","8","33","72","38","0","0","7","7","17"
"*04pxf*","Davis Martin","CHW","SP","161","KRetiree","Active","29","225","11.84","90%","-1%","106","3.31","97","9","39","102","33","0","0","10","4","19"
"*05y62*","Bryan Woo","SEA","SP","162","Hutch","Active","26","225","11.84","99%","0%","110.1","4.16","109","7","51","98","22","0","0","11","3","19"
"*04pq4*","Kyle Bradish","BAL","SP","164","Coop","Active","29","224","11.2","97%","0%","113.1","3.49","110","7","44","99","51","0","0","10","2","20"
"*05js3*","Kyle Harrison","MIL","SP","165","joeybats","Reserve","24","224","13.18","92%","0%","83.2","3.01","101","8","28","70","20","0","0","6","4","17"
"*04pkt*","J.T. Ginn","ATH","SP","168","Sethmc44","Active","27","222","10.09","77%","-1%","109.1","3.46","100","8","42","84","49","0","0","9","6","22"
"*05ge9*","Shota Imanaga","CHC","SP","170","zyoung51","Active","32","221","11.05","98%","0%","115","3.91","109","6","50","100","28","0","0","8","3","20"
"*05y72*","Landen Roupp","SF","SP","172","kyfaess","Active","27","218","10.9","85%","+1%","110","3.93","113","7","48","91","45","0","0","10","3","20"
"*025j1*","Robbie Ray","SF","SP","179","Kipp","Active","34","214","10.7","96%","0%","110.2","3.33","96","8","41","90","54","0","0","7","0","20"
"*041vm*","Dylan Lee","ATL","RP","182","JMerkle","Active","31","211","4.49","61%","-1%","45.2","1.77","57","5","9","25","8","0","19","0","0","47"
"*05y23*","Tanner Bibee","CLE","SP","185","kyfaess","Active","27","209","9.95","94%","0%","119","3.86","92","4","51","102","35","0","0","12","2","21"
"*06gwk*","Payton Tolle","BOS","SP,RP","186","kyfaess","Active","23","208","13","91%","0%","89.2","3.31","96","5","33","73","26","0","0","8","3","16"
"*03dfa*","Tanner Scott","LAD","RP","187","kyfaess","Active","32","208","4.84","82%","0%","41.1","2.40","53","1","11","27","5","15","6","0","1","43"
"*03et8*","Ranger Suarez","BOS","SP","191","Coop","Reserve","30","204","12","98%","0%","91.1","3.15","97","4","32","80","26","0","0","7","2","17"
"*05aoc*","Eury Perez","MIA","SP","192","Coop","Active","23","203","11.94","98%","0%","91.2","3.53","104","5","36","65","37","0","0","7","7","17"
"*04ej3*","Riley O'Brien","STL","RP","193","Sasso","Active","31","203","4.83","91%","0%","41.2","3.67","44","3","17","34","17","26","1","0","9","42"
"*04mlf*","Casey Mize","DET","SP","194","GoldTY","Active","29","202","13.47","94%","-1%","80.2","2.79","82","4","25","64","19","0","0","7","1","15"
"*03pjf*","Michael Soroka","ARI","SP","199","kyfaess","Inj Res","28","200","13.33","89%","0%","82","3.07","79","8","28","72","17","0","0","7","5","15"
"*04mlt*","Shane McClanahan","TB","SP","204","kyfaess","Active","29","198","11","97%","0%","91","3.16","85","8","32","74","31","0","0","4","3","18"
"*04aqc*","David Bednar","NYY","RP","206","JMerkle","Active","31","197","5.05","97%","0%","42.2","2.53","48","4","12","33","14","18","0","0","2","39"
"*04o2w*","Ben Brown","CHC","SP,RP","207","GoldTY","Reserve","26","197","9.85","70%","0%","68","1.85","65","4","14","45","19","1","2","3","2","20"
"*051eh*","Kevin Kelly","TB","RP","208","Greenbet","Active","28","197","4.58","52%","-1%","47.2","2.27","35","5","12","34","8","4","20","0","3","43"
"*03dbm*","Logan Webb","SF","SP","210","GoldTY","Active","29","196","11.53","99%","0%","107","3.87","85","5","46","92","27","0","0","11","6","17"
"*03dau*","Trevor Megill","MIL","RP","209","joeybats","Active","32","196","4.9","93%","0%","39","3.00","48","2","13","27","11","16","7","0","1","40"
"*01gya*","Aroldis Chapman","BOS","RP","214","zyoung51","Active","38","194","5.71","98%","0%","32.2","1.93","40","1","7","25","16","23","0","0","1","34"
"*0516x*","Brent Headrick","NYY","RP","215","Kipp","Not On Team","28","193","3.78","32%","+2%","51.1","1.40","62","5","8","38","17","0","12","0","0","51"
"*0629b*","Walbert Urena","LAA","SP","217","CLANK","Active","22","191","10.61","67%","-1%","87.1","2.78","83","6","27","67","47","0","1","7","7","18"
"*05jp9*","Bryce Elder","ATL","SP","219","Sethmc44","Active","27","190","10","76%","-1%","108.2","4.06","90","6","49","101","33","0","0","11","2","19"
"*04eos*","Joey Cantillo","CLE","SP,RP","220","Greenbet","Active","26","189","9","88%","-1%","106","3.74","112","8","44","99","52","0","0","4","2","21"
"*06f1r*","Connelly Early","BOS","SP","224","KRetiree","Reserve","24","188","11.06","93%","0%","91.2","3.44","93","7","35","81","34","0","0","7","9","17"
"*05r3a*","Brandon Young","BAL","SP","231","CLANK","Active","27","184","11.5","64%","0%","91.1","3.25","74","8","33","88","32","0","0","8","1","16"
"*02hi7*","Kevin Gausman","TOR","SP","234","Sasso","Active","35","183","8.71","99%","0%","115.2","4.59","117","4","59","115","34","0","0","10","1","21"
"*05vy6*","Bryce Miller","SEA","SP","236","Hutch","Active","27","181","16.45","96%","0%","63.1","2.27","71","4","16","46","10","0","0","3","1","11"
"*02n2x*","Paul Sewald","ARI","RP","237","Sethmc44","Active","36","181","4.53","79%","0%","36.1","4.71","42","2","19","26","9","23","0","0","1","40"
"*04ew7*","Aaron Ashby","MIL","RP","238","CLANK","Active","28","181","3.77","68%","-1%","59.2","3.32","82","12","22","54","30","0","8","0","2","48"
"*04eqa*","Garrett Whitlock","BOS","RP","239","Sasso","Active","30","181","4.89","63%","0%","37","1.95","39","5","8","26","6","2","19","0","0","37"
"*05nso*","Abner Uribe","MIL","RP","242","kyfaess","Active","26","180","4.29","78%","0%","41.2","2.38","41","4","11","29","15","6","15","0","0","42"
"*043ia*","Adrian Morejon","SD","RP","245","Coop","Reserve","27","179","3.81","56%","-1%","54","3.33","61","7","20","47","13","1","15","0","2","47"
"*03aqv*","Raisel Iglesias","ATL","RP","247","Sasso","Active","36","178","5.24","97%","0%","35","2.57","40","0","10","30","7","20","0","0","0","34"
"*066er*","Grant Taylor","CHW","SP,RP","249","Hutch","Active","24","177","4.66","75%","0%","50.1","2.68","70","4","15","38","17","5","5","0","0","38"
"*04aok*","Gregory Soto","PIT","RP","250","KRetiree","Active","31","177","4.21","70%","-2%","41.2","3.89","47","5","18","27","18","13","7","0","2","42"
"*04eud*","Shane Drohan","MIL","SP,RP","257","Hutch","Active","27","173","8.65","62%","0%","76","3.20","76","5","27","69","21","1","2","4","3","20"
"*04cd5*","MacKenzie Gore","TEX","SP","259","Sasso","Active","27","172","8.19","95%","-1%","110.2","4.80","122","6","59","100","42","0","0","6","5","21"
"*04cwf*","Shane Baz","BAL","SP","260","joeybats","Active","27","171","8.55","87%","-1%","117.2","4.13","105","4","54","120","42","0","0","8","3","20"
"*04mnw*","Ryan Weathers","NYY","SP","265","GoldTY","Active","26","170","8.95","86%","-2%","102.1","4.40","115","3","50","101","29","0","0","6","2","19"
"*05yaz*","Will Warren","NYY","SP","266","Sasso","Active","27","169","8.45","90%","-1%","99","4.00","97","7","44","102","34","0","1","5","3","20"
"*05133*","Andre Pallante","STL","SP","267","Hutch","Reserve","27","169","8.89","68%","-3%","105.1","4.02","75","10","47","102","31","0","0","6","6","19"
"*0403o*","Andres Munoz","SEA","RP","268","joeybats","Active","27","168","4.31","96%","0%","36.1","3.96","55","3","16","29","15","17","0","0","1","39"
"*05jq2*","Andrew Abbott","CIN","SP","269","KRetiree","Active","27","168","8","87%","-1%","111","3.89","90","5","48","105","50","0","0","8","0","21"
"*05yb8*","Chad Patrick","MIL","SP,RP","270","Kipp","Active","27","168","5.25","52%","-1%","76.2","3.52","66","5","30","65","28","4","4","1","0","32"
"*05uc4*","Troy Melton","DET","SP,RP","273","Hutch","Active","25","167","18.56","85%","0%","55","1.80","50","5","11","33","15","0","0","5","2","9"
"*05ym7*","Fernando Cruz","NYY","RP","279","Sethmc44","Active","36","163","3.4","43%","0%","43","2.51","55","4","12","31","26","2","16","0","2","48"
"*03sef*","Seth Lugo","KC","SP","281","joeybats","Active","36","162","7.71","77%","0%","117.2","4.36","94","4","57","123","38","0","0","12","5","21"
"*0374m*","Tyler Rogers","TOR","RP","283","Coop","Reserve","35","161","3.43","47%","0%","45.2","1.58","25","1","8","38","13","2","20","0","0","47"
"*05r01*","Robert Suarez","ATL","RP","284","joeybats","Inj Res","35","161","5.19","82%","0%","32","0.56","26","4","2","21","6","4","12","0","0","31"
"*02c5l*","Luke Weaver","NYM","RP","286","joeybats","Active","32","160","4.1","50%","0%","41","1.98","43","2","9","22","11","1","14","0","1","39"
"*02i2j*","Max Fried","NYY","SP","289","Sasso","Inj Res","32","159","14.45","99%","0%","66.2","2.97","57","4","22","44","20","0","0","6","2","11"
"*05jpd*","Ian Seymour","TB","SP,RP","293","JMerkle","Active","27","158","4.65","78%","-6%","67.2","4.79","79","6","36","53","26","2","10","1","4","34"
"*06apx*","Trey Yesavage","TOR","SP","295","Sasso","Active","22","157","10.47","97%","0%","81","3.78","78","4","34","53","41","0","0","6","2","15"
"*04q08*","Kyle Leahy","STL","SP,RP","296","Jpanner","Reserve","29","157","8.26","48%","-1%","95.1","3.59","79","7","38","96","33","0","0","4","5","19"
"*0317q*","Griffin Jax","TB","SP,RP","301","Sasso","Active","31","155","5.74","79%","-3%","81","3.89","82","6","35","72","27","0","2","2","2","27"
"*0473n*","Tyler Wells","BAL","SP,RP","303","Greenbet","Active","31","155","3.97","50%","-1%","49","2.94","51","2","16","38","11","3","11","0","2","39"
"*03d6p*","Grant Holmes","ATL","SP","307","KRetiree","Active","30","153","8.05","61%","-2%","92.1","3.70","78","6","38","83","41","0","0","5","3","19"
"*01fhm*","Martin Perez","ATL","SP","315","Jpanner","Reserve","35","151","7.95","41%","+1%","85.1","3.38","65","6","32","66","36","0","0","2","2","19"
"*04ak5*","Trevor Rogers","BAL","SP","318","Jpanner","Active","28","150","8.33","90%","0%","96.2","4.28","77","6","46","94","32","0","0","8","1","18"
"*060i2*","Jake Bennett","BOS","SP","321","Coop","Active","25","150","15","77%","+1%","59.1","2.58","42","6","17","47","9","0","0","5","2","10"
"*0648r*","Andrew Morris","MIN","SP,RP","324","Hutch","Not On Team","24","149","4.03","33%","0%","48","3.38","49","4","18","46","15","3","14","0","2","37"
"*04mjn*","Eduard Bazardo","SEA","RP","328","CLANK","Reserve","30","147","3.13","36%","-1%","44.1","2.84","44","3","14","42","14","0","19","0","1","47"
"*041r5*","Dustin May","STL","SP","333","Hutch","Reserve","28","145","7.63","72%","-5%","98","4.78","95","5","52","97","32","0","0","9","6","19"
"*04pma*","Daniel Lynch","KC","RP","338","Greenbet","Active","29","143","3.4","23%","0%","42.1","2.13","34","3","10","27","12","1","12","0","2","42"
"*05y0j*","Spencer Arrighetti","HOU","SP","340","Kipp","Active","26","142","8.88","77%","-2%","87","4.34","87","7","42","66","48","0","0","6","12","16"
"*04azu*","Kumar Rocker","TEX","SP","344","Coop","Active","26","140","7.37","51%","-1%","96","4.13","86","3","44","90","36","0","0","5","3","19"
"*064no*","Spencer Miles","TOR","SP,RP","345","Hutch","Reserve","25","140","5","27%","-3%","67.2","3.33","65","4","25","56","19","0","2","0","0","28"
"*04pxo*","Erik Sabrowski","CLE","RP","348","GoldTY","Active","28","139","3.76","49%","-2%","29.1","3.38","49","3","11","17","20","0","20","0","0","37"
"*04auj*","Framber Valdez","DET","SP","352","Coop","Reserve","32","138","6.9","97%","0%","108.1","4.57","88","5","55","111","38","0","0","10","11","20"
"*064zm*","Didier Fuentes","ATL","SP,RP","354","Sethmc44","Reserve","21","137","4.03","54%","0%","41.2","2.59","48","4","12","36","13","1","10","0","2","34"
"*01spo*","Gerrit Cole","NYY","SP","368","GoldTY","Active","35","132","12","98%","0%","62","3.92","66","3","27","56","12","0","0","6","1","11"
"*02bx4*","Clay Holmes","NYM","SP","373","KRetiree","Inj Res","33","130","14.44","80%","0%","52.2","2.39","45","4","14","40","18","0","0","4","1","9"
"*04auk*","Seranthony Dominguez","CHW","RP","374","Sethmc44","Active","31","130","3.42","57%","-3%","34","4.50","42","3","17","25","20","12","4","0","2","38"
"*05xpq*","Christian Scott","NYM","SP","376","GoldTY","Active","27","129","9.21","63%","+2%","63.1","3.13","78","3","22","51","29","0","0","0","5","14"
"*05y2l*","Emmet Sheehan","LAD","SP","390","kyfaess","Reserve","26","126","7","90%","-1%","87.2","5.13","99","4","50","84","27","0","0","5","6","18"
"*05w7z*","Edgardo Henriquez","LAD","RP","394","kyfaess","Active","24","125","3.21","21%","-1%","41","2.41","40","4","11","24","17","1","6","0","3","39"
"*02n96*","Josh Hader","HOU","RP","400","Coop","Active","32","124","6.2","97%","0%","18.1","1.47","29","3","3","10","8","11","0","0","0","20"
"*03dc4*","Freddy Peralta","NYM","SP","401","JMerkle","Active","30","123","5.86","95%","-1%","109.2","5.01","110","5","61","114","46","0","0","4","5","21"
"*02btx*","Tyler Glasnow","LAD","SP","402","GoldTY","Inj Res","32","123","17.57","97%","0%","39.2","2.72","49","3","12","20","13","0","0","4","0","7"
"*0311c*","Devin Williams","NYM","RP","405","KRetiree","Active","31","122","3.3","91%","0%","33.2","4.54","45","3","17","36","19","14","0","0","0","37"
"*05y5d*","Bradgley Rodriguez","SD","SP,RP","414","zyoung51","Active","22","119","2.98","16%","0%","43","2.09","42","2","10","33","15","0","6","0","0","40"
"*04pqo*","Braydon Fisher","TOR","SP,RP","415","Greenbet","Active","25","119","2.48","21%","-1%","50.2","3.73","51","3","21","36","24","1","8","0","2","48"
"*066du*","Brad Lord","WSH","SP,RP","416","Greenbet","Reserve","26","118","4.37","23%","-1%","58","3.88","52","5","25","50","21","1","6","0","5","27"
"*03d6w*","Jack Flaherty","DET","SP","417","CLANK","Active","30","118","6.21","78%","-2%","86.1","4.59","102","3","44","80","42","0","0","2","7","19"
"*05rik*","Bubba Chandler","PIT","SP","421","Jpanner","Active","23","118","5.9","86%","0%","100.2","4.47","90","3","50","84","56","0","0","3","5","20"
"*0425t*","Bailey Ober","MIN","SP","424","Kipp","Reserve","31","117","7.8","76%","+1%","81","4.56","60","7","41","79","22","0","0","4","2","15"
"*02bu3*","Brandon Woodruff","MIL","SP","427","JMerkle","Reserve","33","116","12.89","76%","-10%","45.1","2.98","47","2","15","28","10","0","0","3","1","9"
"*031bl*","Kyle Finnegan","DET","RP","442","Jpanner","Active","34","112","2.6","33%","0%","44.2","2.42","34","2","12","40","25","1","11","0","1","43"
"*03nuc*","Luis Castillo","SEA","SP","445","zyoung51","Reserve","33","111","5.84","80%","-1%","94.2","4.85","84","3","51","96","30","0","1","4","5","19"
"*02c2r*","Carlos Rodon","NYY","SP","464","JMerkle","Reserve","33","106","11.78","92%","0%","46.1","3.30","52","4","17","32","26","0","0","3","1","9"
"*05uo2*","Logan Henderson","MIL","SP","466","kyfaess","Active","24","105","13.12","89%","0%","38.1","3.05","47","4","13","29","7","0","0","1","1","8"
"*05gdz*","Roki Sasaki","LAD","SP","468","Sasso","Reserve","24","104","6.12","85%","0%","86.2","4.98","85","3","48","82","34","0","0","4","5","17"
"*05ycf*","Noah Cameron","KC","SP","476","Greenbet","Active","27","103","5.42","70%","-4%","100.2","5.27","92","5","59","113","34","0","0","5","2","19"
"*01svz*","Kenley Jansen","DET","RP","477","KRetiree","Active","38","103","3.55","73%","0%","25.2","4.21","29","2","12","17","16","11","1","0","0","29"
"*03i81*","Reynaldo Lopez","ATL","SP,RP","482","CLANK","Active","32","102","4.43","61%","-2%","66","3.95","60","4","29","62","28","0","1","1","1","23"
"*02n4s*","Matthew Boyd","CHC","SP","484","Sethmc44","Reserve","35","101","10.1","87%","0%","52","4.15","51","6","24","49","14","0","0","3","4","10"
"*0515o*","Brandon Sproat","MIL","SP","506","kyfaess","Reserve","25","96","5.05","62%","-2%","86.2","5.09","91","3","49","77","43","0","0","3","9","19"
"*04pmb*","Kris Bubic","KC","SP","517","Sasso","Reserve","28","94","10.44","83%","-1%","50.1","4.11","51","3","23","36","26","0","0","4","1","9"
"*04ali*","Edward Cabrera","CHC","SP","542","joeybats","Inj Res","28","89","6.36","78%","-1%","72.1","5.10","65","5","41","72","29","0","0","4","1","14"
"*06ktn*","Tatsuya Imai","HOU","SP","549","Sethmc44","Reserve","28","87","6.21","77%","0%","58","5.59","71","6","36","49","36","0","0","5","4","14"
"*05t9g*","Gage Jump","ATH","SP","559","JMerkle","Active","23","85","7.73","73%","-2%","57","4.42","61","3","28","60","21","0","0","3","3","11"
"*026t9*","Tyron Guerrero","BOS","RP","570","Kipp","Not On Team","35","83","3.95","20%","-1%","21.2","2.49","27","1","6","21","2","0","10","0","2","21"
"*066cf*","Zebby Matthews","MIN","SP","573","Kipp","Reserve","26","83","6.92","62%","-5%","70","5.40","58","4","42","73","21","0","0","7","2","12"
"*04y9o*","Jack Leiter","TEX","SP","578","Jpanner","Reserve","26","81","5.4","70%","-1%","80","5.29","83","3","47","80","35","0","0","2","4","15"
"*05h2u*","Jared Jones","PIT","SP","579","Jpanner","Active","24","81","9","84%","0%","40","4.05","48","2","18","32","12","0","0","1","0","9"
"*04pvu*","Stephen Kolek","KC","SP","598","GoldTY","Reserve","29","77","7.7","35%","-3%","54","4.50","34","4","27","55","12","0","0","5","2","10"
"*05yj0*","Chase Dollander","COL","SP,RP","600","Hutch","Inj Res","24","77","7.7","48%","0%","44","3.89","47","3","19","39","18","0","0","1","3","10"
"*05138*","Matt Brash","SEA","RP","608","CLANK","Reserve","28","75","3.75","35%","0%","16.2","0.54","15","3","1","8","6","0","6","0","3","20"
"*0518g*","Trevor McDonald","SF","SP","630","Jpanner","Active","25","71","5.07","30%","-5%","70.1","5.12","57","3","40","69","23","0","0","5","12","14"
"*05tzo*","J.R. Ritchie","ATL","SP,RP","640","GoldTY","Reserve","23","68","5.23","45%","-2%","54","4.50","49","1","27","43","33","1","2","1","4","13"
"*06ekq*","Zach Thornton","NYM","SP,RP","657","joeybats","Active","24","65","16.25","52%","+3%","23.1","1.93","17","1","5","14","6","0","0","3","0","4"
"*03ql5*","Ryan Helsley","BAL","RP","665","Greenbet","Reserve","32","64","3.76","75%","-3%","15.1","4.11","21","0","7","13","9","8","0","0","0","17"
"*041ps*","Nick Lodolo","CIN","SP","677","joeybats","Inj Res","28","62","5.17","84%","-1%","62.2","4.60","50","3","32","65","27","0","0","3","9","12"
"*05mre*","Spencer Strider","ATL","SP","679","KRetiree","Inj Res","27","62","7.75","87%","-1%","39","5.31","46","4","23","33","20","0","0","2","1","8"
"*05144*","Hunter Brown","HOU","SP","687","joeybats","Active","27","60","7.5","99%","0%","40","4.05","43","1","18","30","28","0","0","3","4","8"
"*041ma*","Cole Ragans","KC","SP","708","Sasso","Inj Res","28","57","7.12","75%","-1%","35.1","4.84","45","1","19","27","23","0","0","3","0","8"
"*05u4l*","Daniel Palencia","CHC","RP","725","KRetiree","Reserve","26","54","2.84","77%","-1%","16.2","2.70","19","2","5","17","6","3","0","0","0","19"
"*02nax*","Matt Strahm","KC","RP","762","Jpanner","Active","34","46","1.24","19%","-1%","33","7.09","27","3","26","35","13","0","12","0","2","37"
"*05ubl*","Gabriel Hughes","COL","SP","767","joeybats","Active","24","45","11.25","22%","+1%","19.1","2.79","19","0","6","16","6","1","0","1","0","4"
"*061bo*","Rhett Lowder","CIN","SP","794","KRetiree","Reserve","24","39","2.29","53%","-3%","72","5.75","61","3","46","83","35","0","0","3","3","17"
"*05ajh*","Garrett Crochet","BOS","SP","806","Kipp","Inj Res","27","37","6.17","98%","0%","30","6.30","37","3","21","33","11","0","0","3","4","6"
"*04aea*","Hunter Greene","CIN","SP","809","Greenbet","Active","26","37","12.33","96%","0%","16.1","6.06","26","2","11","14","5","0","0","2","0","3"
"*0316j*","Nick Pivetta","SD","SP","831","Sethmc44","Inj Res","33","34","8.5","85%","0%","16","4.50","24","1","8","12","6","0","0","0","0","4"
"*05uc7*","Noah Schultz","CHW","SP","833","Sasso","Reserve","22","34","2.83","62%","0%","56.2","6.04","49","3","38","54","29","0","0","2","6","12"
"*04t40*","Brayan Bello","BOS","SP,RP","837","Jpanner","Reserve","27","33","2.36","41%","-1%","70.2","5.60","54","2","44","84","25","0","0","1","3","14"
"*05g4k*","Mick Abel","MIN","SP","843","Jpanner","Inj Res","24","32","8","54%","-1%","20.1","3.98","23","1","9","22","10","0","0","2","3","4"
"*05raz*","Chase Petty","CIN","SP,RP","876","JMerkle","Reserve","23","26","2.17","23%","0%","25.2","4.56","11","1","13","22","7","1","0","0","3","12"
"*05jpk*","Joe Boyle","TB","SP","901","Jpanner","Minors","26","22","7.33","29%","0%","15.2","5.17","16","0","9","11","6","0","0","1","0","3"
